title,category
청년들이 살 케네디세 아닌 살 할아버지 의원에 표를 던진 이유는,World
우크라 국민 수백만 강추위에 생존 기로,World
폴란드 대통령 마크롱 사칭 러시아인에 낚여 전화통화,World
자막뉴스 발칸반도 화약고 일촉즉발제 우크라 사태 초긴장,World
미국 인태사령부에 우주군부대 창설,World
년 전 냉동된 배아 쌍둥이로 태어나세계 최장 기록,World
태평양공군사령부  한반도 재출동해 시행한 훈련 성공적,World
입 놀리던 호날두 잔여연봉 억 못받고 맨유 방출,World
더 적게 더 짧게전력난에 불 끄는 유럽의 크리스마스,World
기후위기현장을 가다 물의 나라 네덜란드의 아이러니가뭄에 지하수 부족,World
 러시아 원유 수입 상한가 달러로 합의 예정,World
가족끼리 얼싸안고 환호 빈 살만이 공개한 승리 순간 사진,World
에어컨 틀면 전투기 소리 만원짜리 카타르 숙소 난민촌 연상,World
젤렌스키 러 겨울추위를 대량살상무기로 쓰려고해,World
원래대로면 년생 년 된 냉동 배아에서 쌍둥이 탄생,World
바이든 학자금대출 상환유예 또 연장대법원 판단 지켜볼 것,World
년만에 은퇴하는 파우치 마지막 말조차 즉시 백신 맞으라,World
우승후보 아르헨 꺾었다 환호 사우디 일 공휴일 선포,World
영상 우크라 헤르손 탈환 여세 몰아 크름반도 수복전 나서나드론 공격 나우어스,World
러시아우크라이나 헤르손미콜라이우 등에서 격전,World
우크라 영하 도 한파 대비 억 달러 추가 재정지원,World
추수감사절 인파에 감염병 종 트리플데믹 우려,World
해설위원 구자철 우루과이전 탈압박과 긴 방향 전환 패스,World
 우크라 그레이이글 지원 결정 안 돼영향 조사해야,World
테슬라  상승니콜라  폭락 전기차 혼조종합,World
 상원의원들 우크라에 킬러 드론 보내라 바이든 정부 압박,World
 유엔대표부 한미훈련  위협 아냐오래된 방어 연습,World
뉴욕마감  상승월 이후 처음으로  돌파,World
 인태사령부에 우주군부대 첫 창설가장 중요한 전구,World
안보리 빈손에  중국 기대 져버려미중 국방 팽팽한 긴장감,World
대법원 하원 세입위에 트럼프 세금 관련 자료접근 허용 판결,World
이란 포르도 핵시설서  농축우라늄 생산강력한 보복 준비,World
우크라전 일 러우크라 격전 지속드론 공격도 이어져,World
한국 에 세계 위 품목 뺏기더니 결국일본에 또 밀렸다 정영효의 일본산업 분석,World
 러시아 원유 가격 상한선 달러 수준 목표,World
우승후보 체면 구긴 아르헨티나 사우디에 역전패,World
흑자 월드컵 지난 년간 딱 한 번역대 최대 돈잔치 카타르 월드컵 결과는 나우어스,World
고려인 세 비탈리 김 미콜라이우 주지사 킨부른반도 거의 탈환드니프로강 동쪽 첫 탈환,World
이란 포르도 핵시설 개량형 원심분리기로  우라늄 농축,World
러시아 미사일 잡는 독일 무기우크라서 체면 살리나영상,World
우크라 살상력 높일 것 가 꽁꽁 숨겨둔 킬러 드론의 정체,World
호날두 맨체스터에서 방출,World
뉴욕유가 사우디 증산설 부인에 거래일만에 상승,World
 번호판 교체 싸고 코소보세르비아 또 충돌 위기,World
디즈니 경영진 반란에 아이거 전  전격 귀환,World
 코로나 재확산   차지하는 지역에 봉쇄통제 영향,World
르포 다시 유령도시 된 베이징 코로나 재확산에 완전 셧다운,World
이란 포르도 핵시설 개량형 원심분리기로  우라늄 농축종합,World
중러 비토권 행사에 안보리   논의 또 빈손,World
  협상 성과 없으면 유럽산 우선 구매법 만들 것,World
특파원 시선 코소보세르비아 갈등서 드러난 의 무능함,World
 에너지식량 사재기 공급망 봉쇄 대비 나섰다,World
대만 결사항전 태세 중국 무력통일 의지시한폭탄 같은 대치,World
 후폭풍 코인 대출업체 제네시스 파산 위기,World
디즈니 구할 세 구원투수 돌아왔다,World
에너지 문어발 중국 카타르서 년간 조원어치  확보,World
 가스값 상한선 유로 설정 추진러는 추가감축 엄포,World
메시의 아르헨 잡았다대이변 사우디 공휴일 선포,World
튀르키예 테러 뿌리 뽑을 것쿠르드 소탕 작전 강행 시사,World
미 상원 양당 의원들 우크라에 첨단 공격 드론 보내라,World
아르헨 꺾을 확률  사우디 승리 월드컵 사상 가장 큰 충격,World
독일 내년 여름 말리서 유엔평화유지군 병력 철수키로,World
 여야 상원의원들 우크라에 킬러 드론 보내라정부 압박,World
미중 국방장관 회담대북제재 이행해야대만문제 개입안돼종합보,World
포착 언더독 사우디가 만든 아랍의 기쁨고개 떨군 메시,World
인니 지진 사망자 명으로 늘어학교 무너지며 아이들 깔렸다,World
 부통령 팔라완 방문에 외교부 타 국가 이익 해치지 마라 경고,World
 초소형 무인 탐사기 달 착륙 실패우주 도전 잇단 고배,World
자동차 번호판이 뭐길래코소보세르비아 위기 고조,World
축구의 신 메시 잡은 사우디 모래 바람,World
블링컨  국무장관 월드컵 무지개 완장 금지 비판,World
우주 장악해야 전쟁 막는다 인태사령부에 우주군사령부 신설,World
러시아 우크라경유 가스공급 축소서유럽행 유일잔존 루트,World
방역 만리장성 무너졌다확진자 폭증에 베이징 사실상 준봉쇄,World
인도네시아 지진 사망자 최소 명 얕은 진원에 파괴력 컸다,World
해리스 방문에 마르코스 미국 없는 필리핀 상상 못해 화답,World
코로나 일일 감염자 명 돌파다시 걸어 잠그는 베이징,World
위기감 부추겨 셀프 혹사머스크 트위터선 안 될걸,World
튀르키예  이스탄불 폭발 배후 조직에 대한 지원 중단하라,World
일 정부 소집 전문가회의 적기지 공격력 필수안보 틀 확 바뀐다,World
메시의 라스트 댄스 출발부터 암초,World
영상 흔들 공포의 비명 인니 지진 순간사망자 계속 증가,World
 세계경제 올해 완만 성장에서 내년엔 성장세 더 위축,World
곤봉수갑에 벽열등도러 철수한 헤르손 고문시설 끔찍,World
 금융당국 앤트그룹에 조원 벌금 부과할 듯,World
 빅테크 해고 인도계 인력에 날벼락 왜,World
개월 견뎌온 우크라 추위와 단전의 개월 겨울 터널 속으로,World
대러 제재 느슨해지자  동맹국에 무역통제 강화 압박 외교,World
중국 앤트그룹에 조억원 벌금 부과할 듯,World
유럽의원들 머리카락에서 살충제 무서운 진실 목수정의 바스티유 광장,World
기록적 폭설 뉴욕서 눈 치우다 명 과로사얼마나 왔길래,World
인니 서자바 지진 사망자 명으로 늘어매몰자 구조에 사력종합,World
스포츠로도 번진 이란 반정부 시위 연대,World
내년 퍼펙트스톰 전 세계 강타 한국 대 저성장 늪 속으로,World
이란 나탄즈에 이어 지하 포르도에서도 순도 우라늄농축 실시중,World
남아공 민주화 투쟁 거물 암살범 년 복역 끝 가석방 논란,World
 전쟁으로 탄력 잃은 세계 경제인플레 잡기가 최우선,World
중국 앤트그룹에 조천억원 벌금 부과하고 단속 끝낼 듯,World
영상 천궁 비호에 반한 사우디방산 조원 오일머니 잭팟 터지나,World
기시다 정치인생 최대 위기고독하고 힘들다 공개 토로 왜,World
밥 아이거 복귀한 디즈니 구독료 내릴까,World
러에 막혀   논의 또 빈손 무기력한 안보리,World
 인태 우주군사령부 창설 미사일방어 전담,World
오리온 우주선 달 표면  근접 비행 성공 뉴스 투데이,World
 이란 당국 붙잡힌 히잡 시위대 남녀 불문 성폭행,World
러시아가 튀르키예에게 과도한 무력 사용 말라 설득,World
이란 포르도 핵시설 개량형 원심분리기로  우라늄 농축,World
중국  년만의 한국영화 서비스 한한령 해제 신호탄 될까,World
뉴스속 용어블랙프라이데이 어떻게 탄생했을까,World
기자의 눈 유권자의 기억력,World
우크라 헤르손 등 주민 대피 조치난방전력식수 부족,World
영상  제로코로나의 참담한 현실무릎꿇리고 싸커킥은 기본,World
테슬라가 어쩌다가달러까지 추락할 수도,World
러 튀르키예 시리아서 과도한 무력 사용 않도록 설득,World
특파원 리포트 반격능력국민이 부담 뜻 모은 전문가집단,World
 붕괴 사태 일파만파미국 코인대부업체 제네시스도 파산 위험,World
저출산에도 인구 안 줄었다고소득 전문직 몰려든 나라,World
카타르  쓸어담는    이번엔 중동서 에너지 전쟁,World
내 사람 무리하게 장관 발탁했다 흔들리는 기시다 조기 개각 검토,World
베이징 하루 신규확진자 역대 최고 명 넘어 봉쇄 지역 확산   ,World
영상 우크라 유로마이단 주년젤렌스키 결국 우리가 승리,World
우크라 러군 측면 찔렀다헤르손 남쪽 킨부른반도 상륙 성공,World
내 지갑외신 기자 카타르 월드컵 생방송 중 가방 털려 당황,World
 당국 부동산 경착륙 막아라은행 돈풀기 강력 주문,World
어차피 우승은 브라질세계 최고  연구소의 예측 확률 보니,World
년전 한국처럼 기적 노리는 일본,World
총통선거 풍향계 대만 일 지방선거타이베이 시장 장제스 증손자 두각,World
인태사령부 우주군사령부 창설 중국 견제 목적,World
사드 보복 년만에 에 한국영화 상영 서비스,World
대만 반도체 아버지 장중머우 미국에 나노칩 공장 건설,World
미국 달 탐사선 오리온 달에 가장 가까이 비행,World
중국 코로나 신규감염 엿새째 만명대사흘새 명 사망종합,World
재주는 카타르가 돈은 왕서방이 월드컵 마스코트 무단 등록 신청 논란,World
우크라의 투항 러시아군 사살 논란 국제법 준수 않으면 후과 직면,World
그래도 믿을 건  증시뿐올해  등에 약 조원 유입,World
월드컵 영상 년 만에 웨일스의 골망을 흔든 선수아버지가 대통령,World
중국 코로나 재확산   차지 지역에 봉쇄통제 영향,World
남중국해 최전선 팔라완섬 간 해리스에 경고장 날렸다,World
한밤중 디즈니 경영진 반란으로 밥 아이거 디즈니 복귀디즈니 주가  껑충,World
웃는남자 시진핑 첫 다자외교서 각국 정상 줄세우며 성공적 출발,World
패러디 한계는잭다니엘완구업체 개싸움 대법원행,World
일본 극우학자가 본 윤 대통령 앞날이 밝지 않다 김종성의 히 스토리,World
 전세계 돌며 대러 제재 강화 압박전쟁 연장 원인 설득,World
최첨단 공정까지 에 넘어가나 나노미터 공정 계획,World
글로벌  대만 국민당 부활 견인장제스 증손자 장완안,World
러시아 부총리 유가상한제 적용 국가에 석유 공급 안 할 것,World
미중 국방장관 회담대북제재 이행해야대만문제 개입안돼종합보,World
대만 국부 장제스 증손자 타이베이 시장되나지지율 위 돌풍,World
년 전 마이단 혁명 소환한 젤렌스키자유 열망으로 고통 인내,World
공포 짙어진  내년 기업 부도율 배 늘 것,World
 머스크의 트위터 대규모 감원이 불가피한 이유,World
취임 하루만에 신임 총무상 또 정치자금 논란,World
월드컵 개최국 카타르 국명 어떤 발음이 정확한가,World
중 억 인구 내년부터 감소부강 달려가다 늙음에 주저앉나,World
중국 카타르와 년간 조 규모  수입 계약,World
우크라 영하 도 혹한에 헤르손 주민 대피령수백만 목숨 위험,World
동유럽 빗장걸자 스페인 몰리는 러시아인작년보다 배,World
주경기장까지 지어 줬는데 대표팀만 못 간 카타르 월드컵,World
필리핀서 중국 견제 나선 해리스 미 부통령흔들림 없는 안보 동맹,World
발칸 앙숙 세르비아코소보 끝없는 충돌 위기번호판 갈등 절충안 합의 무산에 폭력 사태 가나,World
트럼프의 대선 고민은 지지율 상승 디샌티스 수사 압박 특검,World
중국 판다 죽었는데 감히 안 슬퍼해대만 총통에 비난 쏟아진 이유,World
골드만 유럽 년 안에 중국산 배터리 차단 가능,World
골드만삭스  배터리기업 년내  시장  차지할 것,World
글로벌포커스 개국 폭풍외교에 줄줄이 중국는 제자리,World
미 인도태평양사령부 산하에 우주군사령부 창설,World
필리핀 찾은 헤리스 남중국해에서 무력 공격 일어나면,World
대러 제재가 새고 있다 고삐 다시 조인다,World
월드컵 개회식 모건 프리먼과 등장한 장애인 청년은 누구,World
크렘린궁 우크라 정권 교체 특수군사작전 목표 아냐,World
우크라 러시아에 평화협상 대 조건 제시러 수용 가능성 낮아,World
뉴스메이커 달 무인 비행 오리온 달 상공  최근접 비행 성공,World
자막뉴스 미국의 당부에도노골적인 중국의 북한 지키기,World
중러에 막힌 안보리북  대응 무산,World
카타르의 불만 폭주 컨테이너 숙박시설 알고보니 메이드 인 차이나,World
나사 오리온 캡슐 년 만에 달 궤도 도달달 표면에서 ,World
줌인 침체기 부동산 시장에 돈 풀라 은행 압박하는  당국,World
헤르손 철군 결정내린 러 사령관 해명압박 심화또 교체되나,World
영상 홍콩 행정수반 코로나 확진바로 옆 시진핑은,World
베이징 코로나 하루 확진 여명상황 가장 복잡하고 심각,World
나토 방공망 불안감에독일 폴란드에 방공 시스템 지원,World
 뒤덮은  제로코로나 방역 현실우린 다른 세계에 살고 있나,World
기시다 퇴진 압박에 개각 카드 만지작내년 월 정기국회 전 단행할 듯,World
골드만삭스 년내 배터리 사라지고 와 가  차지,World
